Date,RMS P.O,Part Received,Vendor,Promise date,Notes,Vendor Contact,Recieved Date,Carrier,Trackin/Pro#,L,W,H,Weight,Inbound Shipping Charges,Date,Customer,Customer P.O,RMS Invoice #,Ship To,Line #,HS code,Shipped,Invoice Status,L,W,H,Weight,Carrier,Tracking/ Pro#,Crating/ Handling charges,Ship out Charges,Customer contact,Notes
3/27/2024,9576-1,Several Items,Novaspect,Line 1> 5/7/24...Line 2 to 5>4/19/24,,KMendoza@novaspect.com,4/18/2024,UPS,1ZF26B390321752230,15,11,2,1LB,,9/29/2023,GE,42300122441,,GE Energy Parts. ATLANTA,,,4/23/2024,,10,9,5,1LB,FedEx,273776595958,,,,
3/27/2024,9577-1,"QTY 4 Diaphragm, Fisher P/N 2E859502202",Novaspect,4/19/2024,,KMendoza@novaspect.com,4/5/2024,UPS,1ZF26B390332704208,24,18,8,8LBS,,9/29/2023,GE,42300122576,,GE Energy Parts. ATLANTA,,,4/5/2024,,24,18,8,8LBS ,FedEx,775838505693,,,,
4/2/2024,9578,QTY 1 Body : FSC1 - Switch : HBL1223 - Cover : HBL1795,Graybar,Stock,,mark.valenzia@graybar.com,4/5/2024,CPU,,10,8,6,3LBS,,3/25/2024,Jord,110587,,"CONTACT VVANARAJAN@JORDENERGY.COM.AU,
VCHELLAKRISHNAN@JORDENERGY.COM.AU &
DGUNAWAN@JORDENERGY.COM.AU",,,5/28/2024,Invoiced,10,8,7,4,DHL,3832357771,,,,
4/4/2024,9579-1,Line1> QTY 2 Separator Cartriged PN HS611-200-CSP.,Hilliard,4/11/2024,,bachey@hilliardcorp.com,4/16/2024,UPS,1ZF26B390311545625,28,9,9,8LBS,,4/4/2024,GE,42300155152,,GE Energy Parts. ATLANTA,,,4/19/2024,Invoiced,24,12,8,12LBS,FedEx,776032174195,,,,
4/4/2024,9579-1,Line 2> QTY 3 GASKET 0391-00-037,Hilliard,4/11/2024,RMS Stock,bachey@hilliardcorp.com,4/16/2024,UPS,1ZF26B390311545625,28,9,9,8LBS,,4/4/2024,RMS,RMS STOCK,,,,,,,,,,,,,,,,
4/3/2024,9580,QTY 1 GASKET 0391-00-037,RMS / Hilliard,Item taken from RMS stock,,,,,,,,,,,4/3/2024,GE,42300154723,,GE Energy Parts. ATLANTA,,,4/5/2024,Invoiced,18,12,1,1LB,FedEx,775836685142,,,,
4/4/2024,9581,QTY 1 Filter Cartridge PH718-11-CNVGE,RMS / Hilliard,Item taken from RMS stock,,,,,,,,,,,4/4/2024,GE,42300155152,,GE Energy Parts. ATLANTA,,,4/19/2024,Invoiced,24,12,8,12LBS,FedEx,776032174195,,,,
4/5/2024,9582,QTY 1 Oring PN 10A3482X022 and Sela ring PN 10A3484X012,Novaspect,2 - 3 Weeks,,customerpo@novaspect.com,4/24/2024,UPS,1ZF26B390322470640,11,7,2,1LB,,4/2/2024,GE,42300154501,,GE Energy Parts. ATLANTA,,,4/29/2024,Invoiced,9,7,1,1LB,FedEx,776153815781,,,,
4/10/2024,9583,QTY 1 SPIDER COUPLIN PN TRC180E,RMS / Hallite Seals,Item taken from RMS stock,,,,,,,,,,,4/10/2024,GE,42300156232,,GE Energy Parts. ATLANTA,,,4/30/2024,Invoiced,6,6,6,2LBS,FedEx,776174031328,,,,
4/10/2024,9584,QTY 4 Tank Magnets PN SLX-21-SS,Motion,3 - 4 Weeks,2pcs for order 110577 and 2 pcs for RMS Stock,Gloria.Gonzalez@motion.com,5/2/2024,UPS,1Z5846360342756323,24,5,5,7LBS,,4/10/2024,Jords,110577,,Contact ECI,,,5/3/2024,Invoiced,24,5,5,7LBS,UPS,1Z2Y36Y30391263774,,$0.00 ,,
4/15/2024,9585,QTY 1 Sun Flow Divider/Combiner T-3A Cavity PN NQEB-XAN,Hydradyne,Stock,MOVED TO RMS STOCK,Aleksy@cmafh.com,4/16/2024,UPS,1ZF26B390317141032,6,6,4,1LB,,4/19/2024,RMS,,,MOVED TO RMS STOCK,,,,,,,,,,,,,,
4/15/2024,9586,QTY 1 Solenoid Valve PN Y013AA1V2SS,NCI / RMS,Item taken from RMS stock,,,,,,,,,,,4/12/2024,GE,42300156642,,GE Energy Parts. ATLANTA,,,4/15/2024,Invoiced,8,8,8,6LBS,FedEx,775956718131,,,,
4/19/2024,9587,QTY 1 Packing Set PN RPACKX00022,Novaspect / RMS,Item taken from RMS stock,,,,,,,,,,,4/16/2024,GE,42300157243,,GE Energy Parts. ATLANTA,,,4/19/2024,Invoiced,9,7,1,1LB,FedEx,776032016568,,,,
4/19/2024,9588,QTY 1 Repair Kit PN R67CFRX0012,Novaspect / RMS,Item taken from RMS stock,,,,,,,,,,,4/16/2024,GE,42300157412,,GE Energy Parts. ATLANTA,,,4/19/2024,Invoiced,6,6,6,1LB,FedEx,776032278090,,,,
4/23/2024,9589,"QTY 2 Filter Element, P/N DF-26182-002",RK Chase,5/8/2024,Line 1,brose@rkchase.com,5/21/2024,Moran,1002401293,49,30,34,382LBS x2,,4/23/2024,GEXPRO,P104270255,,"See shipping instructions in the order
Addres:
1834-ZDL DULUTH HUB RHUSA
1630 SATELLITE BLVD STE 500
DULUTH, GA 30097-6220",,,6/18/2024,Pending,49,30,34,382LBS,FedEx,776920727094  776920728539,,,,
4/23/2024,9590,QTY 6 Pressure Filters PN HF4P-BH-09P20B1.1/V,Hydradyne,10/1/2024,"Line 2, 3",Aleksy@cmafh.com,,,,,,,,,4/23/2024,GEXPRO,P104270255,,"See shipping instructions in the order
Addres:
1834-ZDL DULUTH HUB RHUSA
1630 SATELLITE BLVD STE 500
DULUTH, GA 30097-6220",,,,,,,,,,,,,,
4/23/2024,9591,"QTY 4 FILTER ELEMENT, P/N AHC-SM00251",Airline,4/24/2024,Line 4,EGuckin@airlinehyd.com,5/7/2024,UPS,1ZF26B390333080256,12,12,12,22LBS,,4/23/2024,GEXPRO,P104270255,,"See shipping instructions in the order
Addres:
1834-ZDL DULUTH HUB RHUSA
1630 SATELLITE BLVD STE 500
DULUTH, GA 30097-6220",,,6/18/2024,Pending,42,42,32,262LBS,FedEx,776920726639,,,,
4/23/2024,9592,"QTY 12 Separator Cartridge, P/N HS611-200-CSP",Hilliard,Stock,Line 5,bachey@hilliardcorp.com,5/8/2024,R&L Carriers,20677816-8,42,42,32,240LBS,,4/23/2024,GEXPRO,P104270255,,"See shipping instructions in the order
Addres:
1834-ZDL DULUTH HUB RHUSA
1630 SATELLITE BLVD STE 500
DULUTH, GA 30097-6220",,,6/18/2024,Pending,42,42,32,262LBS,FedEx,776920726639,,,,
4/23/2024,9592,"QTY 12 FILTER CARTRIDGE, PN PH739-11-CG1VGE",Hilliard,2-3 weeks ARO,Line 6,bachey@hilliardcorp.com,5/8/2024,R&L Carriers,20677816-8,42,42,32,240LBS,,4/23/2024,GEXPRO,P104270255,,"See shipping instructions in the order
Addres:
1834-ZDL DULUTH HUB RHUSA
1630 SATELLITE BLVD STE 500
DULUTH, GA 30097-6220",,,6/18/2024,Pending,42,42,32,262LBS,FedEx,776920726639,,,,
4/26/2024,9593,QTY 25 Panduit Ring PMV2-5RB-C,DigiKey,Stock,1,orders@digikey.com,5/1/2024,Fedex,741584279510,9,7,1,1LB,,4/26/2024,Jords,110739,,Contact ECI,,,5/1/2024,Invoiced,9,7,1,1LB,DHL,4751843272,,,,
5/8/2024,9594,QTY 1 Switch PN EDSC2130,Graybar,Stock,,mark.valenzia@graybar.com,5/14/2024,CPU,,7,4,8,9LBS,,4/29/2024,Jords,110677,,"CONTACT
VVANARAJAN@JORDENERGY.COM.AU
VCHELLAKRISHNAN@JORDENERGY.COM.AU
DGUNAWAN@JORDENERGY.COM.AU",,,6/10/2024,Invoiced,,,,,,,,,,
4/30/2024,9595,"QTY 1 of PNs 10A3482X022, 10A3484X012 and 231-11-156",Novaspect/Buffalo/RMS,,Taken from RMS Stock,sales,,,,,,,,,4/30/2024,GE,42300159348,,GE Energy Parts. ATLANTA,,,4/30/2024,Invoiced,6,6,6,1LB,FedEx,776174007356,,,,
5/1/2024,9596,QTY 15 DOOR LATCH ASSEMBLY PN CT-1178,UES,Stock,10 pcs to complete the GE order the 5 resting for RMS Stock,jbao@uesint.com,5/23/2024,DHL,8449950515,14,12,18,37.5LBS,,4/29/2024,GE,42300159896,,GE Energy Parts. ATLANTA,,,5/24/2024,Invoiced,13 10,12 10,17 10,45LBS      14LBS,FedEx,776542817137       776542817939,,,,
4/19/2024,9597,QTY 1 Sun Valve PN NQEB-XAV,Hydradyne / RMS,Taken from RMS Stock,,sales,,,,,,,,,4/9/2024,GE,42300155938,,GE Energy Parts. ATLANTA,,,4/19/2024,Invoiced,6,6,6,1LB,FedEx,776031732946,,,,
5/1/2024,9598,QTY 1 Sun Valve PN NQEB-XAV,Hydradyne,5/6/2024,For RMS Stock,Aleksy@cmafh.com,5/7/2024,UPS,1Z6025520360338906,6,6,6,1LB,,4/19/2024,RMS,,,For RMS Stock,,,,,,,,,,,,,,
5/2/2024,9599,QTY 5 DOOR LATCH ASSEMBLY PN CT-1178,UES,Stock,4 pcs for GE order and 1 pc for RMS stock,jbao@uesint.com,5/23/2024,DHL,8449950515,16,14,8,24LBS,,4/30/2024,GE,42300160148,,GE Energy Parts. ATLANTA,,,5/24/2024,Invoiced,16,13,8,19LBS,FedEx,776542698433,,,,
5/3/2024,9600,QTY 8 RECEPTACLE OUTLET WITH BOX PN: 888-1133-NS,International Configurations,Stock,,scott@internationalconfig.com,5/8/2024,UPS,1ZF26B390338765061,15,13,7,6LBS,,5/3/2024,Jords,110740,,Contact ECI,,,5/10/2024,Invoiced,15,13,7,6LBS,UPS,1Z2Y36Y30397686637,,,,
5/9/2024,9601,QTY 6 FILTER ELEMENTS PN HC9650FRP16Z,Pall,Stock,2 pcs for GE order and the other 4 pcs for stock,inside_sales@pall.com,5/20/2024,Fedex,1 pcs> 274745776315,18,12,12,14LBS,,5/7/2024,GE,42300160874,,GE Energy Parts. ATLANTA,,,"5/20/2024
01/08/2025","Invoiced
Line 2 not invoiced","24
16","12
16","8
22","3LBS 
12 lbs ",FedEx,"776466705113
771296389886",,,,
5/9/2024,9602,FILTER ELEMENTS QTY 3 HC9601FHP8Z and QTY 4 HC9601FHP8ZYGE,Pall,HC9601FHP8Z in Stock / HC9601FHP8ZYGE lead time 9 weeks,"2 pcs of HC9601FHP8Z for Jord 109600 | JEN1637, the rest for RMS Stock.. HC9601FHP8Z QTY 3 RECEIVED IN 5/13/2024. HC9601FHP8ZYGE QTY 1 RECEIVED IN 5/14/2024. HC9601FHP8ZYGE QTY 3 RECEIVED IN 5/29/2024. HC9601FHP8ZYGE QTY 2 RECEIVED IN 6/3/2024.",blake_coleman@pall.com,5/13/2024..5/14/2024..5/29/2024..6/3/2024,FedEx,274493669049...274514653111...275065795000...275200206779,22,15,7,14LBS,,5/14/2024,Jords / RMS,110851,,Contact ECI,,,5/16/2024,Invoiced,22,14,6,11LBS,UPS,1Z2Y36Y30395667241,,,,
5/16/2024,9603,QTY 1 REPAIR KIT PN R67CFRX0012,Novaspet,5/21/2024,,customerpo@Novaspect.com,5/23/2024,UPS,1ZF26B390323589075,12,10,6,1LB,,5/10/2024,GE,42300161689,,GE Energy Parts. ATLANTA,,,5/24/2024,Invoiced,12,10,6,1LB,FedEx,776542724066,,,,
5/16/2024,9604,QTY 2 GASKET SET PN RGASKETX212,Novaspet,2 - 3 Days,,customerpo@Novaspect.com,5/23/2024,UPS,1ZF26B390316542033,12,10,6,2LBS,,5/10/2024,GE,42300161499,,GE Energy Parts. ATLANTA,,,5/24/2024,Invoiced,12,10,6,2LBS,FedEx,776525459265,,,,
5/16/2024,9604,QTY 1 PACKING SET PN RPACKX00022,Novaspet,2 - 3 Days,,customerpo@Novaspect.com,5/23/2024,UPS,1ZF26B390316542033,12,10,6,2LBS,,5/10/2024,GE,42300161499,,GE Energy Parts. ATLANTA,,,5/24/2024,Invoiced,12,10,6,2LBS,FedEx,776525459265,,,,
5/17/2024,9605,QTY 1 PACKING SET PN RPACKX00022,Novaspet,2 - 3 Days,,customerpo@Novaspect.com,5/22/2024,UPS,1ZF26B390309035252,11,7,2,1LB,,5/17/2024,GE,42300163030,,GE Energy Parts. ATLANTA,,,5/22/2024,Invoiced,9,7,1,1LB,FedEx,776506008670,,,,
5/17/2024,9606,QTY 1 Metering Needle Valve PN 4M-NLL-V-SS-K,Forberg,7/1/2024,,danielle.eddington@forbergsmith.com,7/18/2024,UPS,1Z4506930390132265,7,7,8,2LBS,,5/15/2024,GE,42300162300,,GE Energy Parts. ATLANTA,,,7/19/2024,Invoiced,6,6,6,1LB,FedEx  ,777505053970,,,,
5/20/2024,9607,"QTY Pressure Gauge PN 1931 - 1/4"" ANPT 6000 PSI / KPA",Lesman/RMS,Stock,Item taken from Stock,sales,,,,,,,,,5/15/2024,GE,42300162491,,GE Energy Parts. ATLANTA,,,5/22/2024,Invoiced,6,6,6,2.5LBS,FedEx,776503893852,,,,
5/23/2024,9608,QTY 8 Manifold Valves PN M4TPVIS-4-GE1-R3V,The Blythe company,Stock,,patti@theblythecompany.com,,,,,,,,,5/16/2024,Jords,110767,,CONTACT YJZHANG@JORDENERGY.COM.AU,,,5/29/2024,Invoiced,12,12,12,32LBS,UPS,1Z2Y36Y30394430793,,,,Shipped from vendor to customer
5/23/2024,9608,QTY 10 Manifold Valves PN M4TLVIS-4-GE1-R3V,The Blythe company,Stock,,patti@theblythecompany.com,,,,,,,,,5/16/2024,Jords,110767,,CONTACT YJZHANG@JORDENERGY.COM.AU,,,5/29/2024,Invoiced,18,12,12,61LBS,UPS,1Z2Y36Y30390875981,,,,Shipped from vendor to customer
5/23/2024,9609,QTY 1 Pressure Switch PN 100P4S1548-066,Forberg,6/9/2024,,danielle.eddington@forbergsmith.com,,,,,,,,,5/21/2024,GE,42300163206,,GE Energy Parts. ATLANTA,,,6/14/2024,Invoiced,14,12,6,3LBS,FedEx,776870113211,,,,
5/24/2024,9610,QTY 2 Sun Valve PN PBHB-LAV,Hydradyne,Stock,"See note of order 9561
DO NOT SHIP BEFORE CONFIRM PAYMENT FROM CUSTOMER",Aleksy@cmafh.com,5/29/2024,UPS,1Z6025520360362175,7,7,7,4LBS,,3/14/2024,King Integrity Development,SHCJ240122,,"Need to confirm payment received to ship.
China - Contact kingintegrity@163.com",,,6/14/2024,Invoiced,,,,,,,,,,
5/24/2024,9611,QTY 1 Temperature Controller PN E5EC-RX4A5M-000,All Control / RMS,,Item taken from RMS Stock,Sales,,,,,,,,,5/24/2024,GE,42300163946,,GE Energy Parts. ATLANTA,,,5/28/2024,Invoiced,6,6,6,1LB,FedEx,776581914399,,,,
5/24/2024,9612,"QTY 3 FAN/MOTOR ASSEMBLY, COUNTER-CLOCKWISE PN 3502042",Hatfield,7/24/2024,,mpratl@hatfieldandcompany.com,9/24/2024,AAA Cooper,62551863-4,48,48,48,1560,,5/16/2024,GE,42300162736,,GE Energy Parts. ATLANTA,,,10/4/2024,Invoiced,48,48,53,1560,FedEx Frgt,5770805121,,,,
5/24/2024,9613,"QTY 2 FAN/MOTOR ASSEMBLY, CLOCKWISE PN 3502041",Hatfield,7/24/2024,,mpratl@hatfieldandcompany.com,9/24/2024,AAA Cooper,62551863-4,48,48,48,1040,,5/16/2024,GE,42300162737,,GE Energy Parts. ATLANTA,,,10/4/2024,Invoiced,36,40,53,1040,FedEx Frgt,5770805121,,,,
5/28/2024,9614,"QTY 1 Pressure Gauge PN 1931 - 1/4"" ANPT 6000 PSI / KPA",Lesman/RMS,Stock,Item taken from Stock,sales,,,,,,,,,5/27/2024,GE,42300164390,,GE Energy Parts. ATLANTA,,,5/29/2024,Invoiced,6,6,6,2LBS,FedEx,776602518454,,,,
5/29/2024,9615,"QTY 2 Pressure Gauge PN  255395X 1931 - 1/4"" ANPT 6000 PSI / KPA",Lesman,,Item for RMS Stock,gina@lesman.com,7/3/2024,UPS,1Z6208880311507205,8,8,8,5LBS,,5/29/2024,RMS,Item for Stock,,,,,,,,,,,,,,,,
6/11/2024,9616,QTY 7 ABB Motors PN CEM4314T,ABB,8 Weeks,,emily.edman@us.abb.com,7/3/2024,Carmen,STP0465111,44,35,42,6405LBS,,5/14/2024,GE,42300162079,,GE Energy Parts. ATLANTA,,,7/19/2024,Invoiced,44,35,42,6405,FedEx Frt,5770773680,,,,
6/11/2024,9617,QTY 1 ABB Motors PN CEM4314T,ABB,8 Weeks,,emily.edman@us.abb.com,6/28/2024,FedEx Freight,8016006401,44,35,42,915LBS,,3/6/2024,GE,42300150142,,GE Energy Parts. ATLANTA,,,7/19/2024,Invoiced,44,35,42,915,FedEx Frt,5770772851,,,,
6/14/2024,9618,"QTY 1 Impeller, P/N 15212-5-219",Buffalo,9/23/2024,,nschultz@buffalopumps.com,9/12/2024,UPS,1ZF26B390319360677,10,10,7,20LBS,,6/13/2024,GE,42300167796,,GE Energy Parts. ATLANTA,,,9/12/2024,Invoiced,10,10,7,20LBS,FedEx,778547501671,,,,
6/14/2024,9619,QTY 2 Gasket PN RGASKETX212,Novaspect,1 - 2 Days ARO,,customerpo@novaspect.com,6/26/2024,UPS,1ZB8C753YW13355656,11,8,6,2LBS,,6/4/2024,GE,42300165918,,GE Energy Parts. ATLANTA,,,6/26/2024,Invoiced,11,8,6,2LBS,FedEx,777080057154,,,,
6/17/2024,9620,QTY 5 Swith selector PN EDSC2130,Graybar,Stock,"Received 4, 1 on backorder received 7/9/2024",mark.valenzia@graybar.com,7/3/2024,CPU,,12,12,12,37LBS,,4/24/2024,Jords,110733,,"Contact 
VVANARAJAN@JORDENERGY.COM.AU,
NKRISHNAN@JORDENERGY.COM.AU",,8536.50.9040,7/10/2024,Invoiced,12,12,12,47LBS,DHL,7077121122,,,,
6/19/2024,9621,QTY 1 carton of 10 VPCI -111 EMITTER,The Rust Store,1 week,Referential Order. Paid online by CC,customerservice@theruststore.com,,,,,,,,,6/4/2024,Jords,110975,,Contact ECI,,,6/21/2024,Invoiced,,,,,,,,,,
6/19/2024,9622,QTY 1 Pressure Switch PN 132P4S408-010,Forberg/ RMS,Stock,Item Taken from RMS Stock,sales,,,,,,,,,6/19/2024,GE,42300168807,,GE Energy Parts. ATLANTA,,,6/26/2024,Invoiced,6,6,6,2LBS,FedEx,777080030700,,,,
6/21/2024,9623,QTY 1 Flow Switch PN V10-SS,Lesman,Stock,,gina@lesman.com,6/26/2024,UPS,1Z6208880311507205,7,7,5,1LB,,6/21/2024,Jords,110864,,"Contact for pickup
ASUGASEELAN@JORDENERGY.COM.AU (ASHWIN)
SSUBRAMANIAN@JORDENERGY.COM.AU(SATHISH)",,,6/27/2024,Invoiced,7,7,5,1LB,DHL,5972755950,,,,
7/1/2024,9624,QTY 2 PUMP AAA10VSO45DR/31R-VKC62N00,Hydradyne,Stock,Item for RMS Stock,Aleksy@cmafh.com,7/9/2024,XPO,264-034540,,,,134LBS,,7/1/2024,RMS,Item for Stock,,,,,,,,,,,,,,,,
7/5/2024,9625,QTY 4 SPIRAL WOUND GASKET PN 1R372299442,Novaspect,7/12/2024,,KVorwerk@novaspect.com,7/16/2024,FedEx,700208238862,10,7,5,2LBS,,6/11/2024,GE,42300167369,,GE Energy Parts. ATLANTA,,,7/16/2024,Invoiced,6,6,6,2LBS,FedEx,777424473119,,,,
7/3/2024,9626,QTY 1 Solenoid Valve PN D1VW020BVTCFQ,Catching/RMS,Stock,Item taken from RMS Stock,Sales,,,,,,,,,6/25/2024,GE,42300169554,,GE Energy Parts. ATLANTA,,,7/9/2024,Invoiced,9,9,5,5LBS,FedEx,777293680978,,,,
7/10/2024,9627,QTY 2 SOLENOID VALVE PN: MK102C640TVN3/8P2AXB,Coax,12 weeks,,Charlie.Nagy@coaxvalves.com,9/9/2024,UPS,1Z1792220353972960,12,10,8,9LBS,,6/12/2024,Jords,111006,,Contact Jord initiator,,,9/10/2024,Invoiced,12,10,8,9LBS ,UPS,1Z2Y36Y30390352214,,,,
7/10/2024,9628-1,QTY 6 Sun Valves PN NQED-XBV 7.00GPM,Airline,Stock,For RMS stock,,7/15/2024,UPS,1Z2VX5130350314297,9,7,7,3LBS,,,,,,,,,,,,,,,,,,,,
7/10/2024,9629,QTY 4 Sun Valves PN NFFC-KGV,Lynch,Stock,For RMS stock,,7/15/2024,UPS,1Z27YE430347860502,7,5,5,11LBS,,,,,,,,,,,,,,,,,,,,
7/16/2024,9630,QTY 9 Filter HZ9661K24SW1 and 14 filter elements HC9601FHP8ZYGE,Pall,09/18/2024 and 01/08/2025,Items for RMS Stock                    15 HC9601 received in as of 10/7,,9/16/2024          9/16/2024            10/7/2024,UPS                    UPS                 FEDEX,1Z16X9350399123715                                          1Z16X9350396693703                             280119012523,14           14          15,14           14      12,14           14        6,26LBS           26LBS              8.75LBS,,,RMS,,,Warehouse,,,,,,,,,,,,,,
7/10/2024,9631,QTY 3 Latch PN W38-4216LSSGE,MBH International Corp,6-8 weeks ,,,8/20/2024,UPS,1Z16T6T40394766856,15,15,8,20LBS,,7/4/2024,GE,42300170917,,GE Energy Parts. ATLANTA,,,8/21/2024,Invoiced,18,10,7,7LBS,FedEx,778103881221,,,,
7/18/2024,9632-1,QTY 3 Viton Mechanical Seal PN KSMP - KSW50-250,Jords,7/26/2024,"1 pcs for order 423971409, 1 pc for 42300176388 and 1 pc for stock",,8/9/2024,DHL,3425783841,,,,1LB,,11/11/2023,GE,423971409,,GE Energy Parts. ATLANTA,,,8/20/2024,Invoiced,4,4,4,1LB,FedEx,778080531202,,,,
7/11/2024,9633,QTY 6 Solenoid Valve P/N Y013AA1V2SS,NECI,10 Weeks,4 pcs for order 42300170953 and 2 pcs for RMS stock,CMurphy@neci.com,8/7/2024,FEDEX,656307538536,18,12,13,34LBS,,7/4/2024,GE,42300170953,,GE Energy Parts. ATLANTA,,,8/8/2024,Invoiced,18,12,13,35LBS,FedEx,777865483588,,,,
7/12/2024,9634,QTY 2 SPRING P/N 1-504-02-820,M&M,1-2 weeks,,Adam.Lebavitz@mmcontrol.com,7/29/2024,UPS,1Z6412490363546717,7,6,4,1LB,,7/9/2024,GE,42300171451,,GE Energy Parts. ATLANTA,,,7/29/2024,Invoiced,7,6,4,1LB,FedEx,777667729575,,,,
7/16/2024,9635,QTY 1 Motor,APEX,3 Days,,tim@apexindustrialautomation.com,8/29/2024,FedEx Freight,5169429506,19,32,26,360LBS,,7/8/2024,Jords,111135,,"CONTACT 
VCHELLAKRISHNAN@JORDENERGY.COM.AU (VIGNESHWARAN)
HHAN@JORDENERGY.COM.AU (HARDY)
YJZHANG@JORDENERGY.COM.AU (JIN)",,,9/10//2024,Invoiced,20,32,27,360LBS,BestWay,TRN20490236,,,,
,9636,Several Sun Valves ,Hydradyne,Stock - to 15 weeks,Sun valves for stock,Aleksy@cmafh.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2024,9637,QTY 4 Filter PN 316-001-500,AAF,10/2/2024,,aafcustomerservice@aafintl.com,8/20/2024,UPS,1Z1708400364606110,16,5,20,6LBS,,7/17/2024,Jords,111202,,Contact Jord order initiator,,8421.99.0140,8/22/2024,Invoiced,20,16,4,6LBS,DHL,7157379471,,,,
7/23/2024,9638,QTY 8 Bearning Seal PN 00613179,Motion,Stock,,Gloria.Gonzalez@motion.com,7/29/2024,UPS,1ZAC21480302058080,9,9,5,2LBS,,7/22/2024,GE,42300173266,,GE Energy Parts. ATLANTA,,,7/29/2024,Invoiced,6,6,6,2LBS,FedEx,777667693055,,,,
7/25/2024,9639,QTY 12 Suction Strainer PN 1P812,Grainger,7/26/2024,Order paid by CC,,7/29/2024,FEDEX,405618367786,23,22,15,39LBS,,7/25/2024,Jords,111024,,Contact ECI,,8421.29.0065,7/30/2024,Invoiced,23,22,15,39LBS,UPS,1Z2Y36Y30391084208,,,,
7/25/2024,9640,"Line 1 QTY 50 NUT 5/8"" - 11 UNC (10 pack of 5 pc)",Mc Master,7/26/2024,Order paid by CC,,7/29/2024,UPS,1Z6028360360929570,9,9,5,13LBS,,7/22/2024,Jords,111246,,Contact KCHRISTOBER@JORDENERGY.COM.AU,,7318.15.2065,7/30/2024,Invoiced,9,9,5,13LBS,UPS,1Z2Y36Y30398375462,,,,
7/25/2024,9640,"Line 2 QTY 10 NUT 3/4"" - 10 UNC ",Mc Master,7/26/2024,Order paid by CC,,7/29/2024,UPS,1Z6028360360929570,9,9,5,13LBS,,7/22/2024,Jords,111246,,Contact KCHRISTOBER@JORDENERGY.COM.AU,,7318.15.2065,7/30/2024,Invoiced,9,9,5,13LBS,UPS,1Z2Y36Y30398375462,,,,
7/25/2024,9640,"Line 3 QTY 10 NUT 1"" - 8 UNC",Mc Master,7/26/2024,Order paid by CC,,7/29/2024,UPS,1Z6028360360929570,9,9,5,13LBS,,7/22/2024,Jords,111246,,Contact KCHRISTOBER@JORDENERGY.COM.AU,,7318.15.2065,7/30/2024,Invoiced,9,9,5,13LBS,UPS,1Z2Y36Y30398375462,,,,
8/5/2024,9641,QTY 3 Differential Pressure Regulator PN EB4-5S27-14X57570B,Swanson,10/7/2024,,Hal.Burton@swansonflo.com,,,,,,,,,7/23/2024,Jords,111210-1,,Contact ECI,,,10/15/2024,Invoiced,,,,,,"1Z2Y36Y30392196032
1Z2Y36Y30390003841
1Z2Y36Y30394090259",,,,
8/5/2024,9642,QTY 6 3M 5301-splice connectors,Ebay,8/6/2024,Order paid by CC,,,,,,,,,,8/1/2024,Jords,111346,,Vietnam,,8546.90.0000        7318.15.2065,8/8/2024,Invoiced,8,8,8,3LBS,DHL,8222563403,,,,
8/7/2024,9643,QTY 1 Pump PVG100-F1UVRSFZ-P-2NNSN/950,RMS,,Item taken from RMS stock,sales,,,,,,,,,5/14/2024,GE,42300162184,,GE Energy Parts. ATLANTA,,,8/9/2024,Invoiced,24,24,26,160LBS,FedEx Frgt,5770782780,,,,
8/7/2024,9644,QTY 1 HYDRAULIC TRIP VALVE MCGILL PN 1309-045,RMS,,Item taken from RMS stock,sales,,,,,,,,,7/4/2024,GE,42300170953,,GE Energy Parts. ATLANTA,,,8/8/2024,Invoiced,18,12,13,35LBS,FedEx,777865483588,,,,
8/16/2024,9645,QTY 34 ALARM STROBE PN YL5-D50-R-RF-WR,AJV,9/13/2024,,,,,,,,,,,8/7/2024,Jords,111295,,Contact ECI,,,9/18/2024,Invoiced,,,,,,,,,,Picked up from UK by ECI and shipped to China
8/13/2024,9646,QTY 2 Ball Valve PN 86B-203-24,M&M Control Service,8/20/2024,,,8/23/2024,UPS,1ZF26B390334336308,10,8,5,5LBS,,8/8/2024,Jords,111097,,Contact ECI,,8481.80.1050,8/27/2024,Invoiced,6,6,6,5LBS,DHL,2700763251,,,,
9/16/2024,9647,QTY 1 Motor PN CEM4314T,ABB,2 - 3 Weeks,,coltin.rohder@us.abb.com,10/17/2024,FedEx Frght,8016033395,33,40,29,915LBS,,8/2/2024,GE,42300175349,,GE Energy Parts. ATLANTA,,,10/23/2024,Invoiced,33,40,29,915LBS,FedEx Frgt,5770813532,,,,
8/13/2024,9648,QTY 6 PN 67515320 replace PN 301-45-040,MSC,8/16/2024,Items for RMS stock. MSC order 167968640,sales,8/20/2024,UPS,1Z8807X20343632718,9,8,6,2LBS,,8/13/2024,RMS,,,For RMS Stock,,,,,,,,,,,,,,
8/16/2024,,QTY 1 Solenoid Valve Pilot D1VW020BVTCFQ,CATCHING/RMS,,Item taken from stock. Stock Line number T286,sales,,,,,,,,,8/12/2024,GE,42300176617,,GE Energy Parts. ATLANTA,,,8/20/2024,Invoiced,10,10,10,5LBS,FedEx,778080052777,,,,
